0,0.0065954
0.0052385,0.057567
0.010477,0.028691
0.015716,0.019024
0.020954,0.014156
0.026193,0.011208
0.031431,0.0092309
0.03667,0.0078115
0.041908,0.0067426
0.047147,0.0059108
0.052385,0.0052452
0.057624,0.0047025
0.062862,0.004253
0.068101,0.0038752
0.073339,0.0035539
0.078578,0.0032783
0.083816,0.0030393
0.089055,0.0028302
0.094293,0.0026464
0.099532,0.0024834
0.10477,0.0023376
0.11001,0.002207
0.11525,0.0020892
0.12049,0.001982
0.12572,0.0018844
0.13096,0.0017953
0.1362,0.0017131
0.14144,0.001637
0.14668,0.0015668
0.15192,0.0015015
0.15716,0.0014404
0.16239,0.0013832
0.16763,0.0013297
0.17287,0.0012793
0.17811,0.0012316
0.18335,0.0011865
0.18859,0.0011438
0.19382,0.0011033
0.19906,0.0010646
0.2043,0.0010277
0.20954,0.00099241
0.21478,0.00095872
0.22002,0.00092634
0.22526,0.00089518
0.23049,0.00086522
0.23573,0.00083642
0.24097,0.00080864
0.24621,0.00078174
0.25145,0.00075568
0.25669,0.00073047
0.26193,0.00070605
0.26716,0.00068232
0.2724,0.00065921
0.27764,0.00063668
0.28288,0.00061474
0.28812,0.00059335
0.29336,0.00057244
0.29859,0.00055194
0.30383,0.00053184
0.30907,0.00051212
0.31431,0.00049277
0.31955,0.00047373
0.32479,0.00045492
0.33003,0.00043633
0.33526,0.00041793
0.3405,0.00039972
0.34574,0.00038163
0.35098,0.00036357
0.35622,0.00034551
0.36146,0.00032739
0.3667,0.00030917
0.37193,0.00029076
0.37717,0.00027205
0.38241,0.0002529
0.38765,0.00023315
0.39289,0.00021265
0.39813,0.00019116
0.40336,0.00016835
0.4086,0.00014373
0.41384,0.00011663
0.41908,8.6142e-05
0.42432,5.0835e-05
0.42956,0.0020229
0.4348,0.0025793
0.44003,0.0028709
0.44527,0.0030486
0.45051,0.0031643
0.45575,0.0032452
0.46099,0.0033185
0.46623,0.0033676
0.47147,0.0033999
0.4767,0.0034203
0.48194,0.0034318
0.48718,0.0034368
0.49242,0.0034369
0.49766,0.0034332
0.5029,0.0034266
0.50814,0.0034177
0.51337,0.0034071
0.51861,0.0033952
0.52385,0.0033821
0.52909,0.0033683
0.53433,0.0033538
0.53957,0.0033388
0.5448,0.0033234
0.55004,0.0033078
0.55528,0.003292
0.56052,0.003276
0.56576,0.0032599
0.571,0.0032438
0.57624,0.0032277
0.58147,0.0032115
0.58671,0.0031954
0.59195,0.0031794
0.59719,0.0031634
0.60243,0.0031475
0.60767,0.0031317
0.61291,0.0031159
0.61814,0.0031002
0.62338,0.0030847
0.62862,0.0030692
0.63386,0.0030538
0.6391,0.0030384
0.64434,0.0030232
0.64957,0.0030081
0.65481,0.002993
0.66005,0.002978
0.66529,0.0029631
0.67053,0.0029483
0.67577,0.0029335
0.68101,0.0029187
0.68624,0.0029041
0.69148,0.0028894
0.69672,0.0028748
0.70196,0.0028603
0.7072,0.0028457
0.71244,0.0028312
0.71768,0.0028167
0.72291,0.0028022
0.72815,0.0027877
0.73339,0.0027732
0.73863,0.0027586
0.74387,0.002744
0.74911,0.0027294
0.75434,0.0027148
0.75958,0.0027
0.76482,0.0026852
0.77006,0.0026703
0.7753,0.0026553
0.78054,0.0026403
0.78578,0.002625
0.79101,0.0026097
0.79625,0.0025942
0.80149,0.0025786
0.80673,0.0025627
0.81197,0.0025467
0.81721,0.0025304
0.82245,0.002514
0.82768,0.0024972
0.83292,0.0024802
0.83816,0.0024629
0.8434,0.0024453
0.84864,0.0024273
0.85388,0.0024089
0.85912,0.0023901
0.86435,0.0023709
0.86959,0.0023512
0.87483,0.002331
0.88007,0.0023102
0.88531,0.0022888
0.89055,0.0022667
0.89578,0.0022438
0.90102,0.0022202
0.90626,0.0021958
0.9115,0.0021703
0.91674,0.0021439
0.92198,0.0021163
0.92722,0.0020874
0.93245,0.0020572
0.93769,0.0020254
0.94293,0.0019919
0.94817,0.0019729
0.95341,0.001942
0.95865,0.0019093
0.96389,0.0018747
0.96912,0.001838
0.97436,0.0017987
0.9796,0.0017567
0.98484,0.0017114
0.99008,0.0016623
0.99532,0.0016088
1.0006,0.0015498
1.0058,0.0014842
1.011,0.0014104
1.0163,0.0013266
1.0215,0.0012296
1.0267,0.0011135
1.032,0.00096795
1.0372,0.00077727
1.0425,0.00050886
1.0477,4.3618e-05
