   1.0000000e+00   6.1021244e-01
   9.9901336e-01   5.3719989e-01
   9.9605735e-01   2.3147786e-01
   9.9114363e-01  -4.1312252e-02
   9.8429158e-01  -1.8362811e-02
   9.7552826e-01   1.5756523e-02
   9.6488824e-01   4.4351325e-02
   9.5241353e-01   3.8745807e-02
   9.3815334e-01   1.7026700e-03
   9.2216396e-01  -2.7409824e-02
   9.0450850e-01  -5.3273165e-02
   8.8525662e-01  -8.5387503e-02
   8.6448431e-01  -1.2295033e-01
   8.4227355e-01  -1.6530337e-01
   8.1871199e-01  -2.1149380e-01
   7.9389263e-01  -2.6455291e-01
   7.6791340e-01  -3.1092427e-01
   7.4087684e-01  -3.6584503e-01
   7.1288965e-01  -4.2815335e-01
   6.8406228e-01  -4.8554970e-01
   6.5450850e-01  -5.4400180e-01
   6.2434494e-01  -5.9003480e-01
   5.9369066e-01  -6.3487829e-01
   5.6266662e-01  -6.5342844e-01
   5.3139526e-01  -6.5293345e-01
   5.0000000e-01  -6.5325884e-01
   4.6860474e-01  -6.4794336e-01
   4.3733338e-01  -6.3937055e-01
   4.0630934e-01  -6.3195814e-01
   3.7565506e-01  -6.2795453e-01
   3.4549150e-01  -6.2416377e-01
   3.1593772e-01  -6.1492823e-01
   2.8711035e-01  -6.0617238e-01
   2.5912316e-01  -6.0055109e-01
   2.3208660e-01  -5.9172719e-01
   2.0610737e-01  -5.8160923e-01
   1.8128801e-01  -5.8072881e-01
   1.5772645e-01  -5.6328671e-01
   1.3551569e-01  -5.4409076e-01
   1.1474338e-01  -5.3871257e-01
   9.5491503e-02  -5.2459734e-01
   7.7836037e-02  -4.8887494e-01
   6.1846660e-02  -4.5341042e-01
   4.7586474e-02  -4.0149764e-01
   3.5111757e-02  -2.9312600e-01
   2.4471742e-02  -9.3641000e-02
   1.5708419e-02   1.3019324e-01
   8.8563746e-03   4.0578701e-01
   3.9426493e-03   7.4256473e-01
   9.8663579e-04   9.7563221e-01
   0.0000000e+00   9.4466375e-01
   9.8663579e-04   5.6265840e-01
   3.9426493e-03  -1.2786882e-02
   8.8563746e-03  -2.8131337e-01
   1.5708419e-02  -2.8979735e-01
   2.4471742e-02  -3.0031973e-01
   3.5111757e-02  -3.7794569e-01
   4.7586474e-02  -3.3921996e-01
   6.1846660e-02  -3.3741177e-01
   7.7836037e-02  -3.6840338e-01
   9.5491503e-02  -3.6125780e-01
   1.1474338e-01  -3.3627930e-01
   1.3551569e-01  -3.3680818e-01
   1.5772645e-01  -3.4416083e-01
   1.8128801e-01  -3.3229142e-01
   2.0610737e-01  -3.2772782e-01
   2.3208660e-01  -3.2805626e-01
   2.5912316e-01  -3.2164577e-01
   2.8711035e-01  -3.0728684e-01
   3.1593772e-01  -2.9567721e-01
   3.4549150e-01  -2.8732124e-01
   3.7565506e-01  -2.7940002e-01
   4.0630934e-01  -2.7139179e-01
   4.3733338e-01  -2.6351679e-01
   4.6860474e-01  -2.5689975e-01
   5.0000000e-01  -2.5125980e-01
   5.3139526e-01  -2.4069112e-01
   5.6266662e-01  -2.0207658e-01
   5.9369066e-01  -1.4965120e-01
   6.2434494e-01  -8.1895508e-02
   6.5450850e-01  -1.8405989e-02
   6.8406228e-01   4.2677302e-02
   7.1288965e-01   9.3950263e-02
   7.4087684e-01   1.6374738e-01
   7.6791340e-01   1.9770317e-01
   7.9389263e-01   2.6299738e-01
   8.1871199e-01   3.0132615e-01
   8.4227355e-01   3.3158527e-01
   8.6448431e-01   3.6369877e-01
   8.8525662e-01   3.9130797e-01
   9.0450850e-01   4.0509689e-01
   9.2216396e-01   4.0714582e-01
   9.3815334e-01   4.1058983e-01
   9.5241353e-01   4.2452100e-01
   9.6488824e-01   4.1025085e-01
   9.7552826e-01   3.5048263e-01
   9.8429158e-01   2.3947060e-01
   9.9114363e-01   6.2277233e-02
   9.9605735e-01   2.0987422e-01
   9.9901336e-01   5.1126549e-01
   1.0000000e+00   6.1021244e-01
