0,0.020013
0.0051467,0.3577
0.010293,0.11812
0.01544,0.063361
0.020587,0.039716
0.025734,0.026988
0.03088,0.019821
0.036027,0.015684
0.041174,0.013064
0.046321,0.011298
0.051467,0.010043
0.056614,0.0091167
0.061761,0.0083958
0.066908,0.0078224
0.072054,0.0073513
0.077201,0.006959
0.082348,0.0066252
0.087494,0.0063352
0.092641,0.0060806
0.097788,0.0058543
0.10293,0.0056507
0.10808,0.005466
0.11323,0.0052971
0.11837,0.0051414
0.12352,0.0049968
0.12867,0.0048618
0.13382,0.0047351
0.13896,0.0046156
0.14411,0.0045023
0.14926,0.0043945
0.1544,0.0042917
0.15955,0.0041932
0.1647,0.0040985
0.16984,0.0040073
0.17499,0.0039191
0.18014,0.0038338
0.18528,0.003751
0.19043,0.0036703
0.19558,0.0035917
0.20072,0.003515
0.20587,0.0034399
0.21102,0.0033663
0.21616,0.0032941
0.22131,0.003223
0.22646,0.0031531
0.2316,0.0030841
0.23675,0.0030159
0.2419,0.0029484
0.24704,0.0028816
0.25219,0.0028154
0.25734,0.0027496
0.26248,0.0026841
0.26763,0.0026189
0.27278,0.0025538
0.27792,0.0024887
0.28307,0.0024234
0.28822,0.0023579
0.29336,0.002292
0.29851,0.0022257
0.30366,0.002159
0.3088,0.0020919
0.31395,0.0020242
0.3191,0.0019558
0.32424,0.0018864
0.32939,0.0018152
0.33454,0.0017411
0.33968,0.0016634
0.34483,0.0015816
0.34998,0.0014949
0.35512,0.0014031
0.36027,0.001308
0.36542,0.0012111
0.37056,0.0011124
0.37571,0.0010113
0.38086,0.00090716
0.38601,0.00079226
0.39115,0.00063885
0.3963,0.00040182
0.40145,-1.0233e-05
0.40659,0.0029029
0.41174,0.0030581
0.41689,0.0031822
0.42203,0.0032819
0.42718,0.0033623
0.43233,0.0034276
0.43747,0.003481
0.44262,0.0035253
0.44777,0.0035624
0.45291,0.0035941
0.45806,0.0036215
0.46321,0.0036456
0.46835,0.003667
0.4735,0.0036863
0.47865,0.0037042
0.48379,0.003721
0.48894,0.0037365
0.49409,0.0037509
0.49923,0.0037638
0.50438,0.0037751
0.50953,0.0037848
0.51467,0.0037926
0.51982,0.0037988
0.52497,0.0038035
0.53011,0.0038068
0.53526,0.0038088
0.54041,0.0038099
0.54555,0.0038099
0.5507,0.0038091
0.55585,0.0038075
0.56099,0.003805
0.56614,0.0038018
0.57129,0.0037979
0.57643,0.0037932
0.58158,0.0037878
0.58673,0.0037818
0.59187,0.0037752
0.59702,0.003768
0.60217,0.0037602
0.60731,0.0037519
0.61246,0.0037432
0.61761,0.0037339
0.62275,0.0037241
0.6279,0.0037139
0.63305,0.0037033
0.63819,0.0036922
0.64334,0.0036807
0.64849,0.0036688
0.65364,0.0036564
0.65878,0.0036437
0.66393,0.0036306
0.66908,0.0036171
0.67422,0.0036032
0.67937,0.0035889
0.68452,0.0035742
0.68966,0.0035591
0.69481,0.0035437
0.69996,0.0035279
0.7051,0.0035116
0.71025,0.003495
0.7154,0.003478
0.72054,0.0034606
0.72569,0.0034428
0.73084,0.0034245
0.73598,0.0034058
0.74113,0.0033867
0.74628,0.0033672
0.75142,0.0033471
0.75657,0.0033266
0.76172,0.0033056
0.76686,0.0032842
0.77201,0.0032621
0.77716,0.0032396
0.7823,0.0032165
0.78745,0.0031928
0.7926,0.0031685
0.79774,0.0031435
0.80289,0.0031179
0.80804,0.0030916
0.81318,0.0030646
0.81833,0.0030368
0.82348,0.0030083
0.82862,0.0029788
0.83377,0.0029485
0.83892,0.0029173
0.84406,0.002885
0.84921,0.0028517
0.85436,0.0028173
0.8595,0.0027817
0.86465,0.0027448
0.8698,0.0027065
0.87494,0.0026668
0.88009,0.0026255
0.88524,0.0025825
0.89038,0.0025377
0.89553,0.0024908
0.90068,0.0024418
0.90583,0.0023905
0.91097,0.0023365
0.91612,0.0022796
0.92127,0.0022196
0.92641,0.002156
0.93156,0.0020884
0.93671,0.0020164
0.94185,0.0019392
0.947,0.0018562
0.95215,0.0017663
0.95729,0.0016685
0.96244,0.0015611
0.96759,0.0014421
0.97273,0.0013088
0.97788,0.0011571
0.98303,0.00098099
0.98817,0.00077073
0.99332,0.000509
0.99847,0.00016089
