           x          rho            u            p
-2.88500e-01  6.44134e+00  2.09063e+00  3.34492e+02
-2.87500e-01  6.42837e+00  2.10938e+00  3.33370e+02
-2.86500e-01  6.41542e+00  2.12812e+00  3.32251e+02
-2.85500e-01  6.40248e+00  2.14688e+00  3.31135e+02
-2.84500e-01  6.38956e+00  2.16563e+00  3.30022e+02
-2.83500e-01  6.37665e+00  2.18438e+00  3.28912e+02
-2.82500e-01  6.36377e+00  2.20313e+00  3.27804e+02
-2.81500e-01  6.35090e+00  2.22188e+00  3.26700e+02
-2.80500e-01  6.33804e+00  2.24063e+00  3.25599e+02
-2.79500e-01  6.32521e+00  2.25938e+00  3.24501e+02
-2.78500e-01  6.31239e+00  2.27813e+00  3.23406e+02
-2.77500e-01  6.29959e+00  2.29688e+00  3.22314e+02
-2.76500e-01  6.28681e+00  2.31563e+00  3.21224e+02
-2.75500e-01  6.27405e+00  2.33438e+00  3.20138e+02
-2.74500e-01  6.26130e+00  2.35313e+00  3.19055e+02
-2.73500e-01  6.24857e+00  2.37188e+00  3.17974e+02
-2.72500e-01  6.23585e+00  2.39063e+00  3.16897e+02
-2.71500e-01  6.22316e+00  2.40938e+00  3.15822e+02
-2.70500e-01  6.21048e+00  2.42813e+00  3.14751e+02
-2.69500e-01  6.19782e+00  2.44688e+00  3.13682e+02
-2.68500e-01  6.18517e+00  2.46563e+00  3.12616e+02
-2.67500e-01  6.17255e+00  2.48438e+00  3.11553e+02
-2.66500e-01  6.15994e+00  2.50313e+00  3.10493e+02
-2.65500e-01  6.14734e+00  2.52187e+00  3.09436e+02
-2.64500e-01  6.13477e+00  2.54062e+00  3.08381e+02
-2.63500e-01  6.12221e+00  2.55937e+00  3.07330e+02
-2.62500e-01  6.10967e+00  2.57812e+00  3.06281e+02
-2.61500e-01  6.09714e+00  2.59687e+00  3.05236e+02
-2.60500e-01  6.08464e+00  2.61562e+00  3.04193e+02
-2.59500e-01  6.07215e+00  2.63437e+00  3.03153e+02
-2.58500e-01  6.05968e+00  2.65312e+00  3.02116e+02
-2.57500e-01  6.04722e+00  2.67187e+00  3.01082e+02
-2.56500e-01  6.03478e+00  2.69062e+00  3.00050e+02
-2.55500e-01  6.02236e+00  2.70937e+00  2.99021e+02
-2.54500e-01  6.00995e+00  2.72812e+00  2.97996e+02
-2.53500e-01  5.99757e+00  2.74687e+00  2.96973e+02
-2.52500e-01  5.98520e+00  2.76562e+00  2.95953e+02
-2.51500e-01  5.97284e+00  2.78437e+00  2.94935e+02
-2.50500e-01  5.96051e+00  2.80312e+00  2.93921e+02
-2.49500e-01  5.94819e+00  2.82187e+00  2.92909e+02
-2.48500e-01  5.93589e+00  2.84063e+00  2.91900e+02
-2.47500e-01  5.92360e+00  2.85937e+00  2.90894e+02
-2.46500e-01  5.91133e+00  2.87812e+00  2.89890e+02
-2.45500e-01  5.89908e+00  2.89687e+00  2.88890e+02
-2.44500e-01  5.88685e+00  2.91562e+00  2.87892e+02
-2.43500e-01  5.87463e+00  2.93438e+00  2.86897e+02
-2.42500e-01  5.86243e+00  2.95312e+00  2.85904e+02
-2.41500e-01  5.85024e+00  2.97187e+00  2.84915e+02
-2.40500e-01  5.83808e+00  2.99063e+00  2.83928e+02
-2.39500e-01  5.82593e+00  3.00937e+00  2.82943e+02
-2.38500e-01  5.81379e+00  3.02812e+00  2.81962e+02
-2.37500e-01  5.80168e+00  3.04687e+00  2.80983e+02
-2.36500e-01  5.78958e+00  3.06562e+00  2.80007e+02
-2.35500e-01  5.77750e+00  3.08438e+00  2.79034e+02
-2.34500e-01  5.76543e+00  3.10312e+00  2.78064e+02
-2.33500e-01  5.75338e+00  3.12187e+00  2.77096e+02
-2.32500e-01  5.74135e+00  3.14062e+00  2.76131e+02
-2.31500e-01  5.72933e+00  3.15937e+00  2.75168e+02
-2.30500e-01  5.71733e+00  3.17813e+00  2.74208e+02
-2.29500e-01  5.70535e+00  3.19687e+00  2.73251e+02
-2.28500e-01  5.69339e+00  3.21562e+00  2.72297e+02
-2.27500e-01  5.68144e+00  3.23438e+00  2.71345e+02
-2.26500e-01  5.66951e+00  3.25312e+00  2.70396e+02
-2.25500e-01  5.65759e+00  3.27188e+00  2.69450e+02
-2.24500e-01  5.64569e+00  3.29063e+00  2.68506e+02
-2.23500e-01  5.63381e+00  3.30937e+00  2.67565e+02
-2.22500e-01  5.62195e+00  3.32812e+00  2.66626e+02
-2.21500e-01  5.61010e+00  3.34687e+00  2.65690e+02
-2.20500e-01  5.59827e+00  3.36563e+00  2.64757e+02
-2.19500e-01  5.58645e+00  3.38438e+00  2.63826e+02
-2.18500e-01  5.57466e+00  3.40312e+00  2.62898e+02
-2.17500e-01  5.56287e+00  3.42187e+00  2.61973e+02
-2.16500e-01  5.55111e+00  3.44062e+00  2.61050e+02
-2.15500e-01  5.53936e+00  3.45937e+00  2.60130e+02
-2.14500e-01  5.52763e+00  3.47812e+00  2.59213e+02
-2.13500e-01  5.51591e+00  3.49687e+00  2.58298e+02
-2.12500e-01  5.50422e+00  3.51562e+00  2.57385e+02
-2.11500e-01  5.49253e+00  3.53437e+00  2.56475e+02
-2.10500e-01  5.48087e+00  3.55312e+00  2.55568e+02
-2.09500e-01  5.46922e+00  3.57187e+00  2.54664e+02
-2.08500e-01  5.45759e+00  3.59062e+00  2.53761e+02
-2.07500e-01  5.44597e+00  3.60937e+00  2.52862e+02
-2.06500e-01  5.43437e+00  3.62812e+00  2.51965e+02
-2.05500e-01  5.42279e+00  3.64687e+00  2.51070e+02
-2.04500e-01  5.41122e+00  3.66562e+00  2.50179e+02
-2.03500e-01  5.39967e+00  3.68437e+00  2.49289e+02
-2.02500e-01  5.38814e+00  3.70312e+00  2.48402e+02
-2.01500e-01  5.37662e+00  3.72187e+00  2.47518e+02
-2.00500e-01  5.36512e+00  3.74062e+00  2.46636e+02
-1.99500e-01  5.35363e+00  3.75937e+00  2.45757e+02
-1.98500e-01  5.34217e+00  3.77812e+00  2.44880e+02
-1.97500e-01  5.33072e+00  3.79687e+00  2.44006e+02
-1.96500e-01  5.31928e+00  3.81562e+00  2.43134e+02
-1.95500e-01  5.30786e+00  3.83437e+00  2.42265e+02
-1.94500e-01  5.29646e+00  3.85312e+00  2.41398e+02
-1.93500e-01  5.28507e+00  3.87187e+00  2.40534e+02
-1.92500e-01  5.27370e+00  3.89062e+00  2.39672e+02
-1.91500e-01  5.26235e+00  3.90937e+00  2.38813e+02
-1.90500e-01  5.25101e+00  3.92812e+00  2.37956e+02
-1.89500e-01  5.23969e+00  3.94687e+00  2.37101e+02
-1.88500e-01  5.22839e+00  3.96562e+00  2.36249e+02
-1.87500e-01  5.21710e+00  3.98437e+00  2.35400e+02
-1.86500e-01  5.20583e+00  4.00312e+00  2.34553e+02
-1.85500e-01  5.19457e+00  4.02187e+00  2.33708e+02
-1.84500e-01  5.18333e+00  4.04062e+00  2.32866e+02
-1.83500e-01  5.17211e+00  4.05938e+00  2.32026e+02
-1.82500e-01  5.16090e+00  4.07812e+00  2.31189e+02
-1.81500e-01  5.14971e+00  4.09687e+00  2.30354e+02
-1.80500e-01  5.13853e+00  4.11562e+00  2.29522e+02
-1.79500e-01  5.12738e+00  4.13437e+00  2.28691e+02
-1.78500e-01  5.11623e+00  4.15313e+00  2.27864e+02
-1.77500e-01  5.10511e+00  4.17187e+00  2.27038e+02
-1.76500e-01  5.09400e+00  4.19062e+00  2.26216e+02
-1.75500e-01  5.08290e+00  4.20937e+00  2.25395e+02
-1.74500e-01  5.07183e+00  4.22812e+00  2.24577e+02
-1.73500e-01  5.06076e+00  4.24688e+00  2.23761e+02
-1.72500e-01  5.04972e+00  4.26562e+00  2.22948e+02
-1.71500e-01  5.03869e+00  4.28437e+00  2.22137e+02
-1.70500e-01  5.02767e+00  4.30312e+00  2.21328e+02
-1.69500e-01  5.01668e+00  4.32187e+00  2.20522e+02
-1.68500e-01  5.00570e+00  4.34063e+00  2.19718e+02
-1.67500e-01  4.99473e+00  4.35938e+00  2.18916e+02
-1.66500e-01  4.98378e+00  4.37812e+00  2.18117e+02
-1.65500e-01  4.97285e+00  4.39687e+00  2.17320e+02
-1.64500e-01  4.96193e+00  4.41562e+00  2.16525e+02
-1.63500e-01  4.95103e+00  4.43438e+00  2.15733e+02
-1.62500e-01  4.94014e+00  4.45312e+00  2.14943e+02
-1.61500e-01  4.92927e+00  4.47187e+00  2.14156e+02
-1.60500e-01  4.91842e+00  4.49062e+00  2.13370e+02
-1.59500e-01  4.90758e+00  4.50938e+00  2.12587e+02
-1.58500e-01  4.89676e+00  4.52812e+00  2.11807e+02
-1.57500e-01  4.88596e+00  4.54688e+00  2.11028e+02
-1.56500e-01  4.87517e+00  4.56562e+00  2.10252e+02
-1.55500e-01  4.86439e+00  4.58437e+00  2.09478e+02
-1.54500e-01  4.85363e+00  4.60312e+00  2.08707e+02
-1.53500e-01  4.84289e+00  4.62187e+00  2.07937e+02
-1.52500e-01  4.83217e+00  4.64062e+00  2.07170e+02
-1.51500e-01  4.82146e+00  4.65937e+00  2.06406e+02
-1.50500e-01  4.81076e+00  4.67812e+00  2.05643e+02
-1.49500e-01  4.80008e+00  4.69687e+00  2.04883e+02
-1.48500e-01  4.78942e+00  4.71562e+00  2.04125e+02
-1.47500e-01  4.77877e+00  4.73437e+00  2.03369e+02
-1.46500e-01  4.76814e+00  4.75312e+00  2.02616e+02
-1.45500e-01  4.75753e+00  4.77187e+00  2.01864e+02
-1.44500e-01  4.74693e+00  4.79062e+00  2.01115e+02
-1.43500e-01  4.73634e+00  4.80937e+00  2.00369e+02
-1.42500e-01  4.72577e+00  4.82812e+00  1.99624e+02
-1.41500e-01  4.71522e+00  4.84687e+00  1.98882e+02
-1.40500e-01  4.70468e+00  4.86562e+00  1.98141e+02
-1.39500e-01  4.69416e+00  4.88437e+00  1.97404e+02
-1.38500e-01  4.68366e+00  4.90312e+00  1.96668e+02
-1.37500e-01  4.67317e+00  4.92187e+00  1.95934e+02
-1.36500e-01  4.66269e+00  4.94062e+00  1.95203e+02
-1.35500e-01  4.65224e+00  4.95937e+00  1.94474e+02
-1.34500e-01  4.64179e+00  4.97812e+00  1.93747e+02
-1.33500e-01  4.63137e+00  4.99687e+00  1.93022e+02
-1.32500e-01  4.62095e+00  5.01562e+00  1.92299e+02
-1.31500e-01  4.61056e+00  5.03437e+00  1.91579e+02
-1.30500e-01  4.60018e+00  5.05312e+00  1.90860e+02
-1.29500e-01  4.58981e+00  5.07187e+00  1.90144e+02
-1.28500e-01  4.57946e+00  5.09062e+00  1.89430e+02
-1.27500e-01  4.56913e+00  5.10937e+00  1.88718e+02
-1.26500e-01  4.55881e+00  5.12812e+00  1.88009e+02
-1.25500e-01  4.54851e+00  5.14687e+00  1.87301e+02
-1.24500e-01  4.53822e+00  5.16562e+00  1.86595e+02
-1.23500e-01  4.52795e+00  5.18437e+00  1.85892e+02
-1.22500e-01  4.51770e+00  5.20312e+00  1.85191e+02
-1.21500e-01  4.50746e+00  5.22187e+00  1.84492e+02
-1.20500e-01  4.49723e+00  5.24062e+00  1.83795e+02
-1.19500e-01  4.48702e+00  5.25937e+00  1.83100e+02
-1.18500e-01  4.47683e+00  5.27812e+00  1.82407e+02
-1.17500e-01  4.46665e+00  5.29687e+00  1.81717e+02
-1.16500e-01  4.45649e+00  5.31562e+00  1.81028e+02
-1.15500e-01  4.44634e+00  5.33437e+00  1.80341e+02
-1.14500e-01  4.43621e+00  5.35312e+00  1.79657e+02
-1.13500e-01  4.42609e+00  5.37187e+00  1.78975e+02
-1.12500e-01  4.41599e+00  5.39062e+00  1.78294e+02
-1.11500e-01  4.40590e+00  5.40937e+00  1.77616e+02
-1.10500e-01  4.39583e+00  5.42812e+00  1.76940e+02
-1.09500e-01  4.38578e+00  5.44688e+00  1.76266e+02
-1.08500e-01  4.37574e+00  5.46562e+00  1.75594e+02
-1.07500e-01  4.36571e+00  5.48437e+00  1.74924e+02
-1.06500e-01  4.35570e+00  5.50312e+00  1.74256e+02
-1.05500e-01  4.34571e+00  5.52187e+00  1.73590e+02
-1.04500e-01  4.33573e+00  5.54063e+00  1.72927e+02
-1.03500e-01  4.32577e+00  5.55937e+00  1.72265e+02
-1.02500e-01  4.31582e+00  5.57812e+00  1.71605e+02
-1.01500e-01  4.30589e+00  5.59687e+00  1.70947e+02
-1.00500e-01  4.29597e+00  5.61562e+00  1.70292e+02
-9.95000e-02  4.28607e+00  5.63438e+00  1.69638e+02
-9.85000e-02  4.27618e+00  5.65312e+00  1.68986e+02
-9.75000e-02  4.26631e+00  5.67187e+00  1.68336e+02
-9.65000e-02  4.25645e+00  5.69062e+00  1.67689e+02
-9.55000e-02  4.24661e+00  5.70937e+00  1.67043e+02
-9.45000e-02  4.23678e+00  5.72813e+00  1.66399e+02
-9.35000e-02  4.22697e+00  5.74687e+00  1.65758e+02
-9.25000e-02  4.21718e+00  5.76562e+00  1.65118e+02
-9.15000e-02  4.20739e+00  5.78437e+00  1.64480e+02
-9.05000e-02  4.19763e+00  5.80312e+00  1.63844e+02
-8.95000e-02  4.18788e+00  5.82187e+00  1.63210e+02
-8.85000e-02  4.17814e+00  5.84062e+00  1.62579e+02
-8.75000e-02  4.16842e+00  5.85937e+00  1.61949e+02
-8.65000e-02  4.15872e+00  5.87812e+00  1.61321e+02
-8.55000e-02  4.14903e+00  5.89687e+00  1.60695e+02
-8.45000e-02  4.13935e+00  5.91562e+00  1.60071e+02
-8.35000e-02  4.12969e+00  5.93437e+00  1.59449e+02
-8.25000e-02  4.12005e+00  5.95312e+00  1.58828e+02
-8.15000e-02  4.11042e+00  5.97187e+00  1.58210e+02
-8.05000e-02  4.10080e+00  5.99062e+00  1.57594e+02
-7.95000e-02  4.09120e+00  6.00937e+00  1.56979e+02
-7.85000e-02  4.08162e+00  6.02812e+00  1.56367e+02
