           x          rho            u            p
-7.75000e-02  4.07205e+00  6.04687e+00  1.55756e+02
-7.65000e-02  4.06249e+00  6.06562e+00  1.55148e+02
-7.55000e-02  4.05295e+00  6.08437e+00  1.54541e+02
-7.45000e-02  4.04343e+00  6.10312e+00  1.53936e+02
-7.35000e-02  4.03392e+00  6.12187e+00  1.53333e+02
-7.25000e-02  4.02442e+00  6.14062e+00  1.52732e+02
-7.15000e-02  4.01494e+00  6.15937e+00  1.52133e+02
-7.05000e-02  4.00548e+00  6.17812e+00  1.51536e+02
-6.95000e-02  3.99602e+00  6.19687e+00  1.50940e+02
-6.85000e-02  3.98659e+00  6.21562e+00  1.50347e+02
-6.75000e-02  3.97717e+00  6.23437e+00  1.49755e+02
-6.65000e-02  3.96776e+00  6.25312e+00  1.49165e+02
-6.55000e-02  3.95837e+00  6.27187e+00  1.48577e+02
-6.45000e-02  3.94899e+00  6.29062e+00  1.47991e+02
-6.35000e-02  3.93963e+00  6.30937e+00  1.47407e+02
-6.25000e-02  3.93029e+00  6.32812e+00  1.46824e+02
-6.15000e-02  3.92095e+00  6.34687e+00  1.46244e+02
-6.05000e-02  3.91164e+00  6.36562e+00  1.45665e+02
-5.95000e-02  3.90234e+00  6.38437e+00  1.45088e+02
-5.85000e-02  3.89305e+00  6.40312e+00  1.44513e+02
-5.75000e-02  3.88377e+00  6.42187e+00  1.43940e+02
-5.65000e-02  3.87452e+00  6.44062e+00  1.43369e+02
-5.55000e-02  3.86527e+00  6.45937e+00  1.42799e+02
-5.45000e-02  3.85604e+00  6.47812e+00  1.42231e+02
-5.35000e-02  3.84683e+00  6.49687e+00  1.41665e+02
-5.25000e-02  3.83763e+00  6.51562e+00  1.41101e+02
-5.15000e-02  3.82845e+00  6.53437e+00  1.40539e+02
-5.05000e-02  3.81928e+00  6.55312e+00  1.39978e+02
-4.95000e-02  3.81012e+00  6.57187e+00  1.39419e+02
-4.85000e-02  3.80098e+00  6.59062e+00  1.38862e+02
-4.75000e-02  3.79185e+00  6.60937e+00  1.38307e+02
-4.65000e-02  3.78274e+00  6.62812e+00  1.37754e+02
-4.55000e-02  3.77365e+00  6.64687e+00  1.37202e+02
-4.45000e-02  3.76456e+00  6.66562e+00  1.36652e+02
-4.35000e-02  3.75550e+00  6.68438e+00  1.36104e+02
-4.25000e-02  3.74644e+00  6.70312e+00  1.35557e+02
-4.15000e-02  3.73741e+00  6.72187e+00  1.35013e+02
-4.05000e-02  3.72838e+00  6.74062e+00  1.34470e+02
-3.95000e-02  3.71937e+00  6.75937e+00  1.33929e+02
-3.85000e-02  3.71038e+00  6.77813e+00  1.33389e+02
-3.75000e-02  3.70140e+00  6.79687e+00  1.32852e+02
-3.65000e-02  3.69243e+00  6.81562e+00  1.32316e+02
-3.55000e-02  3.68348e+00  6.83437e+00  1.31782e+02
-3.45000e-02  3.67454e+00  6.85312e+00  1.31249e+02
-3.35000e-02  3.66562e+00  6.87188e+00  1.30719e+02
-3.25000e-02  3.65671e+00  6.89062e+00  1.30190e+02
-3.15000e-02  3.64782e+00  6.90937e+00  1.29662e+02
-3.05000e-02  3.63894e+00  6.92812e+00  1.29137e+02
-2.95000e-02  3.63008e+00  6.94687e+00  1.28613e+02
-2.85000e-02  3.62123e+00  6.96562e+00  1.28091e+02
-2.75000e-02  3.61239e+00  6.98437e+00  1.27570e+02
-2.65000e-02  3.60357e+00  7.00312e+00  1.27051e+02
-2.55000e-02  3.59476e+00  7.02187e+00  1.26534e+02
-2.45000e-02  3.58597e+00  7.04062e+00  1.26019e+02
-2.35000e-02  3.57719e+00  7.05937e+00  1.25505e+02
-2.25000e-02  3.56843e+00  7.07812e+00  1.24993e+02
-2.15000e-02  3.55968e+00  7.09687e+00  1.24483e+02
-2.05000e-02  3.55094e+00  7.11562e+00  1.23974e+02
-1.95000e-02  3.54222e+00  7.13437e+00  1.23467e+02
-1.85000e-02  3.53351e+00  7.15312e+00  1.22961e+02
-1.75000e-02  3.52482e+00  7.17187e+00  1.22458e+02
-1.65000e-02  3.51614e+00  7.19062e+00  1.21956e+02
-1.55000e-02  3.50748e+00  7.20937e+00  1.21455e+02
-1.45000e-02  3.49883e+00  7.22812e+00  1.20956e+02
-1.35000e-02  3.49019e+00  7.24687e+00  1.20459e+02
-1.25000e-02  3.48157e+00  7.26562e+00  1.19964e+02
-1.15000e-02  3.47296e+00  7.28437e+00  1.19470e+02
-1.05000e-02  3.46437e+00  7.30312e+00  1.18978e+02
-9.50000e-03  3.45579e+00  7.32187e+00  1.18487e+02
-8.50000e-03  3.44723e+00  7.34062e+00  1.17998e+02
-7.50000e-03  3.43868e+00  7.35937e+00  1.17511e+02
-6.50000e-03  3.43014e+00  7.37812e+00  1.17025e+02
-5.50000e-03  3.42162e+00  7.39687e+00  1.16541e+02
-4.50000e-03  3.41311e+00  7.41562e+00  1.16058e+02
-3.50000e-03  3.40462e+00  7.43437e+00  1.15577e+02
-2.50000e-03  3.39614e+00  7.45312e+00  1.15098e+02
-1.50000e-03  3.38767e+00  7.47187e+00  1.14620e+02
-5.00000e-04  3.37922e+00  7.49062e+00  1.14144e+02
 5.00000e-04  3.37078e+00  7.50937e+00  1.13669e+02
 1.50000e-03  3.36236e+00  7.52812e+00  1.13196e+02
 2.50000e-03  3.35395e+00  7.54687e+00  1.12725e+02
 3.50000e-03  3.34555e+00  7.56562e+00  1.12255e+02
 4.50000e-03  3.33717e+00  7.58437e+00  1.11786e+02
 5.50000e-03  3.32881e+00  7.60312e+00  1.11320e+02
 6.50000e-03  3.32045e+00  7.62187e+00  1.10855e+02
 7.50000e-03  3.31211e+00  7.64062e+00  1.10391e+02
 8.50000e-03  3.30379e+00  7.65937e+00  1.09929e+02
 9.50000e-03  3.29548e+00  7.67812e+00  1.09468e+02
 1.05000e-02  3.28718e+00  7.69687e+00  1.09009e+02
 1.15000e-02  3.27890e+00  7.71562e+00  1.08552e+02
 1.25000e-02  3.27063e+00  7.73437e+00  1.08096e+02
 1.35000e-02  3.26237e+00  7.75312e+00  1.07642e+02
 1.45000e-02  3.25413e+00  7.77187e+00  1.07189e+02
 1.55000e-02  3.24590e+00  7.79062e+00  1.06737e+02
 1.65000e-02  3.23769e+00  7.80937e+00  1.06288e+02
 1.75000e-02  3.22949e+00  7.82812e+00  1.05839e+02
 1.85000e-02  3.22130e+00  7.84687e+00  1.05393e+02
 1.95000e-02  3.21313e+00  7.86562e+00  1.04947e+02
 2.05000e-02  3.20497e+00  7.88437e+00  1.04504e+02
 2.15000e-02  3.19682e+00  7.90312e+00  1.04061e+02
 2.25000e-02  3.18869e+00  7.92187e+00  1.03621e+02
 2.35000e-02  3.18058e+00  7.94062e+00  1.03181e+02
 2.45000e-02  3.17247e+00  7.95937e+00  1.02744e+02
 2.55000e-02  3.16438e+00  7.97812e+00  1.02307e+02
 2.65000e-02  3.15631e+00  7.99687e+00  1.01872e+02
 2.75000e-02  3.14825e+00  8.01562e+00  1.01439e+02
 2.85000e-02  3.14020e+00  8.03437e+00  1.01007e+02
 2.95000e-02  3.13216e+00  8.05312e+00  1.00577e+02
 3.05000e-02  3.12414e+00  8.07187e+00  1.00148e+02
 3.15000e-02  3.11613e+00  8.09062e+00  9.97206e+01
 3.25000e-02  3.10814e+00  8.10937e+00  9.92946e+01
 3.35000e-02  3.10016e+00  8.12812e+00  9.88701e+01
 3.45000e-02  3.09219e+00  8.14687e+00  9.84471e+01
 3.55000e-02  3.08424e+00  8.16562e+00  9.80254e+01
 3.65000e-02  3.07630e+00  8.18437e+00  9.76053e+01
 3.75000e-02  3.06838e+00  8.20312e+00  9.71865e+01
 3.85000e-02  3.06047e+00  8.22187e+00  9.67693e+01
 3.95000e-02  3.05257e+00  8.24062e+00  9.63534e+01
 4.05000e-02  3.04468e+00  8.25937e+00  9.59390e+01
 4.15000e-02  3.03681e+00  8.27812e+00  9.55260e+01
 4.25000e-02  3.02896e+00  8.29687e+00  9.51144e+01
 4.35000e-02  3.02111e+00  8.31562e+00  9.47043e+01
 4.45000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 4.55000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 4.65000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 4.75000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 4.85000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 4.95000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.05000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.15000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.25000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.35000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.45000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.55000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.65000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.75000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.85000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 5.95000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.05000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.15000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.25000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.35000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.45000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.55000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.65000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.75000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.85000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 6.95000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.05000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.15000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.25000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.35000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.45000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.55000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.65000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.75000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.85000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 7.95000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.05000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.15000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.25000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.35000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.45000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.55000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.65000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.75000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.85000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 8.95000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.05000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.15000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.25000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.35000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.45000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.55000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.65000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.75000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.85000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 9.95000e-02  3.01854e+00  8.32179e+00  9.45697e+01
 1.00500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.01500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.02500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.03500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.04500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.05500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.06500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.07500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.08500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.09500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.10500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.11500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.12500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.13500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.14500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.15500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.16500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.17500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.18500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.19500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.20500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.21500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.22500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.23500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.24500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.25500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.26500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.27500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.28500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.29500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.30500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.31500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.32500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.33500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.34500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.35500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.36500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.37500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.38500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.39500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.40500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.41500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.42500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.43500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.44500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.45500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.46500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.47500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.48500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.49500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.50500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.51500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.52500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.53500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.54500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.55500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.56500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.57500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.58500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.59500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.60500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.61500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.62500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.63500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.64500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.65500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.66500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.67500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.68500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.69500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.70500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.71500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.72500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.73500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.74500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.75500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.76500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.77500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.78500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.79500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.80500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.81500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.82500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.83500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.84500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.85500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.86500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.87500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.88500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.89500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.90500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.91500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.92500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.93500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.94500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.95500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.96500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.97500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.98500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 1.99500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.00500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.01500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.02500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.03500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.04500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.05500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.06500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.07500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.08500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.09500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.10500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.11500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.12500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.13500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.14500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.15500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.16500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.17500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.18500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.19500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.20500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.21500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.22500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.23500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.24500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.25500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.26500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.27500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.28500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.29500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.30500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.31500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.32500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.33500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.34500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.35500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.36500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.37500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.38500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.39500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.40500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.41500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.42500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.43500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.44500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.45500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.46500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.47500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.48500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.49500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.50500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.51500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.52500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.53500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.54500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.55500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.56500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.57500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.58500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.59500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.60500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.61500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.62500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.63500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.64500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.65500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.66500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.67500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.68500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.69500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.70500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.71500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.72500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.73500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.74500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.75500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.76500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.77500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.78500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.79500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.80500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.81500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.82500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.83500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.84500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.85500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.86500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.87500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.88500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.89500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.90500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.91500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.92500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.93500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.94500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.95500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.96500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.97500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.98500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 2.99500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.00500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.01500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.02500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.03500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.04500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.05500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.06500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.07500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.08500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.09500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.10500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.11500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.12500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.13500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.14500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.15500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.16500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.17500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.18500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.19500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.20500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.21500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.22500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.23500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.24500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.25500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.26500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.27500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.28500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.29500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.30500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.31500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.32500e-01  3.01854e+00  8.32179e+00  9.45697e+01
 3.33500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.34500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.35500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.36500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.37500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.38500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.39500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.40500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.41500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.42500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.43500e-01  3.84782e+00  8.32179e+00  9.45697e+01
 3.44500e-01  3.84782e+00  8.32179e+00  9.45697e+01
